City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,vadso,70.0744,29.7487,-1.51,80,75,7.72,NO,1683177050
364,wynyard,-41.0,145.7167,15.54,63,2,3.29,AU,1683177050
365,hamilton,39.1834,-84.5333,8.38,84,0,0.0,US,1683176881
366,ribeira brava,32.65,-17.0667,18.73,64,94,1.79,PT,1683177051
367,colares,38.7992,-9.4469,17.41,89,85,4.02,PT,1683177051
368,sidney,-33.8679,151.2073,22.16,53,3,1.34,AU,1683176752
369,gubkin,51.2817,37.5458,12.99,75,100,2.98,RU,1683177051
370,antofagasta,-23.65,-70.4,15.6,81,48,3.14,CL,1683177051
371,seven pagodas,12.6264,80.1722,33.03,65,100,0.34,IN,1683177052
372,tapa,59.2606,25.9586,0.71,69,95,4.46,EE,1683177052
373,kargil,34.5667,76.1,3.65,47,2,1.38,IN,1683177052
374,tarauaca,-8.1614,-70.7656,24.42,86,96,0.08,BR,1683177052
375,saldanha,-33.0117,17.9442,15.31,88,32,5.37,ZA,1683177052
376,blythe,33.6103,-114.5964,17.36,35,54,5.77,US,1683176810
377,praya,14.9215,-23.5087,25.3,50,0,7.2,CV,1683177053
378,tionk essil,12.7856,-16.5217,24.0,78,90,1.65,SN,1683177053
379,lone grove,34.1754,-97.2628,14.3,90,0,0.0,US,1683177053
380,ghiror,27.1833,78.8,27.49,53,53,2.59,IN,1683177053
381,morondava,-20.2833,44.2833,24.6,59,64,0.26,MG,1683176838
382,new haven,41.4001,-72.9329,9.51,89,100,2.57,US,1683177000
383,bokoro,12.3807,17.0568,31.09,41,95,3.12,TD,1683177054
384,jinan,36.6683,116.9972,17.4,89,100,3.4,CN,1683177054
385,sukhinichi,54.0999,35.3425,6.6,70,94,2.18,RU,1683177054
386,pirallahi,40.4723,50.333,18.08,63,96,1.3,AZ,1683177054
387,petlawad,23.0,74.8,32.07,32,39,2.78,IN,1683177054
388,katsuura,35.1333,140.3,20.69,65,0,8.39,JP,1683177054
389,bodaybo,57.8506,114.1933,5.51,66,98,2.62,RU,1683177055
390,debre sina,9.85,39.7667,14.76,60,48,0.09,ET,1683177055
391,parry sound,45.3501,-80.033,5.87,97,100,1.75,CA,1683177055
392,nchelenge,-9.3451,28.734,17.04,79,23,3.5,ZM,1683177055
393,korla,41.7597,86.1469,10.25,47,94,9.31,CN,1683177055
394,hasaki,35.7333,140.8333,26.79,64,0,9.93,JP,1683177055
395,pacific grove,36.6177,-121.9166,11.17,91,100,0.0,US,1683177056
396,tsiombe,-25.3,45.4833,21.79,73,12,5.95,MG,1683177056
397,qina,26.1642,32.7267,27.67,18,4,1.69,EG,1683177056
398,castillos,-34.1667,-53.8333,12.96,84,0,0.82,UY,1683177056
399,morinville,53.8001,-113.652,18.34,73,94,2.84,CA,1683177056
400,nadym,65.5333,72.5167,0.61,97,100,5.37,RU,1683177056
401,tomarza,38.4472,35.7992,6.8,32,59,0.61,TR,1683177057
402,kharkhorin,47.1975,102.8238,2.2,64,100,2.04,MN,1683177057
403,luza,60.6308,47.2512,6.48,61,43,5.04,RU,1683177057
404,gejiu,23.306,103.1635,26.11,30,0,6.72,CN,1683177057
405,laojunmiao,39.8333,97.7333,12.37,23,100,3.82,CN,1683177058
406,chhor,25.5167,69.7667,33.24,36,5,3.28,PK,1683177058
407,juarez,31.7333,-106.4833,25.45,20,75,7.2,MX,1683176918
408,san rafael,-34.6177,-68.3301,11.75,36,0,3.55,AR,1683177060
409,hyvinge,60.6333,24.8667,1.24,65,6,3.6,FI,1683177060
410,rasskazovo,52.6714,41.9033,13.11,78,91,2.74,RU,1683177060
411,praia da vitoria,38.7333,-27.0667,16.53,95,58,4.4,PT,1683177061
412,candido mendes,-1.4467,-45.7167,23.68,96,100,1.29,BR,1683177061
413,masumbwe,-3.6333,32.1833,18.62,93,77,0.14,TZ,1683177061
414,kabansk,52.0486,106.6528,7.51,39,100,3.24,RU,1683177061
415,leh,34.1667,77.5833,3.92,56,68,2.54,IN,1683176773
416,puerto deseado,-47.7503,-65.8938,13.62,51,76,10.39,AR,1683177061
417,kostanay,53.1667,63.5833,16.16,23,0,6.0,KZ,1683177062
418,bochum,51.4833,7.2167,10.22,75,95,0.45,DE,1683177062
419,argo,37.6333,22.7333,15.44,66,67,1.13,GR,1683177062
420,francistown,-21.17,27.5079,15.19,64,0,2.96,BW,1683177063
421,conchas,-23.0153,-48.0106,16.99,79,5,0.97,BR,1683177063
422,saint-pierre,-21.3393,55.4781,26.43,83,100,4.63,RE,1683176996
423,lundazi,-12.2929,33.1782,15.55,84,0,2.97,ZM,1683177063
424,briare,47.6334,2.7438,12.01,92,81,3.74,FR,1683177064
425,jastrebarsko,45.6683,15.6486,12.65,100,85,1.13,HR,1683177064
426,gourcy,13.2167,-2.35,29.33,34,27,3.5,BF,1683177064
427,garachico,28.7781,-17.7646,18.06,64,75,2.57,ES,1683177064
428,yerofey pavlovich,53.9667,121.9667,7.25,36,100,5.0,RU,1683177064
429,gao,16.6362,1.637,29.92,26,4,3.77,ML,1683177064
430,mazagao,-0.115,-51.2894,25.03,99,98,1.71,BR,1683177065
431,kolondieba,11.0882,-6.8926,26.94,50,72,2.0,ML,1683177065
432,storm lake,42.6411,-95.2097,13.12,28,0,3.09,US,1683177065
433,inhambane,-23.865,35.3833,21.95,76,1,2.39,MZ,1683177065
434,carbonear,47.7332,-53.2148,4.12,96,100,5.89,CA,1683177065
435,tchintabaraden,15.8969,5.7985,29.97,21,5,3.13,NE,1683177065
436,touros,-5.1989,-35.4608,25.19,86,6,3.45,BR,1683177066
437,dalcahue,-42.3628,-73.7022,9.56,93,100,1.03,CL,1683177066
438,latakia,35.5148,35.7768,21.1,49,3,3.85,SY,1683177066
439,chebba,35.2372,11.115,16.61,72,0,5.62,TN,1683177066
440,porto belo,-27.1578,-48.5531,21.55,92,96,1.82,BR,1683176877
441,monte argentario,42.4345,11.1195,13.71,76,3,3.69,IT,1683177066
442,villa del totoral,-30.8167,-63.7167,13.1,36,92,2.25,AR,1683177067
443,ar rudayyif,34.3827,8.1555,15.53,49,51,3.38,TN,1683177067
444,richards bay,-28.783,32.0377,20.36,90,85,2.62,ZA,1683177067
445,remire-montjoly,4.9167,-52.2667,26.02,78,40,1.54,GF,1683177067
446,muhos,64.808,25.9931,-0.06,76,85,4.28,FI,1683177067
447,nossa senhora da gloria,-10.2183,-37.4203,21.06,97,2,1.83,BR,1683177067
448,meadow lakes,61.6247,-149.6011,3.19,90,100,1.54,US,1683177068
449,turiacu,-1.6633,-45.3717,23.58,95,99,1.57,BR,1683177068
450,dakhla,23.6848,-15.958,19.22,87,100,8.34,EH,1683177068
451,huilong,31.8111,121.655,23.48,80,90,9.95,CN,1683177068
452,port douglas,-16.4833,145.4667,26.33,70,54,6.85,AU,1683177068
453,korocha,50.8107,37.1953,13.4,77,91,3.19,RU,1683177068
454,quellon,-43.1167,-73.6167,11.14,93,100,2.06,CL,1683177069
455,camarinas,43.1311,-9.1817,15.66,91,10,7.57,ES,1683177069
456,mikashevichy,52.2173,27.476,8.03,82,89,2.07,BY,1683177069
457,marka,1.7159,44.7717,28.42,72,100,6.31,SO,1683177069
458,porto novo,6.4965,2.6036,25.88,87,92,2.02,BJ,1683177069
459,idri,27.5,13.2667,20.35,39,3,1.84,LY,1683177069
460,hoeyang,38.7103,127.5983,22.46,49,99,2.09,KP,1683177070
461,queenstown,-31.8976,26.8753,8.78,61,1,1.89,ZA,1683177070
462,fuglafjordur,62.244,-6.814,6.26,81,100,11.17,FO,1683177070
463,hadibu,12.65,54.0333,29.66,71,100,1.95,YE,1683177070
464,benjamin constant,-4.3831,-70.0311,24.07,98,34,0.26,BR,1683177070
465,male,4.1748,73.5089,27.35,76,100,6.89,MV,1683177070
466,timbuktu,16.7735,-3.0074,30.79,9,0,3.17,ML,1683177071
467,al badari,26.9926,31.4155,25.91,20,0,1.81,EG,1683177071
468,thulamahashi,-24.7246,31.1994,17.82,88,6,1.53,ZA,1683177071
469,mathba,22.2855,89.9629,34.51,39,89,2.69,BD,1683177071
470,mzimba,-11.9,33.6,14.99,83,2,3.06,MW,1683177071
471,tlahualilo de zaragoza,26.1167,-103.45,25.7,24,74,0.68,MX,1683177072
472,naze,28.3667,129.4833,20.08,76,100,6.41,JP,1683177072
473,chingirlau,51.095,54.0814,17.12,25,100,8.03,KZ,1683177072
474,nicoya,10.1483,-85.452,26.99,75,64,2.92,CR,1683177072
475,la mira,18.035,-102.3266,24.94,75,66,1.65,MX,1683177072
476,tual,-5.6667,132.75,28.6,79,29,5.62,ID,1683177073
477,sur,22.5667,59.5289,28.25,74,3,3.09,OM,1683177073
478,arteche,12.2645,125.4048,29.56,68,88,4.05,PH,1683177073
479,bassar,9.25,0.7833,23.01,86,58,1.49,TG,1683177073
480,port macquarie,-31.4333,152.9167,20.5,38,0,5.21,AU,1683177073
481,rio grande,-32.035,-52.0986,18.46,89,100,5.65,BR,1683176601
482,cherdyn',60.403,56.4787,13.66,70,13,5.03,RU,1683177074
483,olovyannaya,50.95,115.5667,12.14,13,39,4.66,RU,1683177074
484,samus',56.7475,84.6992,13.89,46,100,1.25,RU,1683177074
485,kamaishi,39.2667,141.8833,21.1,38,18,4.15,JP,1683177074
486,georgievka,49.3314,81.5761,9.87,39,17,6.87,KZ,1683177074
487,cabedelo,-6.9811,-34.8339,25.37,84,26,3.31,BR,1683177075
488,lubana,56.9,26.7167,3.91,68,4,2.64,LV,1683177075
489,vilaseca,42.0617,2.2553,14.96,87,80,1.93,ES,1683177075
490,bonthe,7.5264,-12.505,24.66,89,100,1.42,SL,1683177075
491,esmeralda,21.8525,-78.1169,24.49,85,98,1.31,CU,1683177075
492,takoradi,4.8845,-1.7554,26.65,84,52,2.4,GH,1683176983
493,asau,46.4333,26.4,9.6,62,100,0.82,RO,1683177076
494,watampone,-4.5386,120.3279,26.02,91,99,3.74,ID,1683177076
495,fort mcmurray,56.7268,-111.381,16.69,73,23,3.3,CA,1683177076
496,caconda,-13.7333,15.0667,11.92,63,21,1.91,AO,1683177076
497,kyshtovka,56.555,76.6271,15.18,27,99,6.51,RU,1683177076
498,thiers,45.8333,3.5,12.18,60,75,2.45,FR,1683177077
499,novaya ladoga,60.1025,32.3019,3.84,79,85,3.7,RU,1683177077
500,palikir - national government center,6.9248,158.1611,24.47,100,100,1.54,FM,1683177077
501,qulsary,46.9531,54.0198,17.27,57,83,6.07,KZ,1683177077
502,rikaze,29.25,88.8833,13.11,23,53,1.22,CN,1683177078
503,cabo san lucas,22.8909,-109.9124,23.62,69,100,0.45,MX,1683176899
504,siwa oasis,29.2041,25.5195,25.23,25,39,5.69,EG,1683177078
505,magugu,-4.0167,35.7667,20.57,76,67,0.76,TZ,1683177078
506,tiassale,5.8983,-4.8283,24.14,97,78,1.06,CI,1683177078
507,colby,39.3958,-101.0524,15.18,67,0,5.14,US,1683177079
508,mossel bay,-34.1831,22.146,15.43,89,30,3.29,ZA,1683177079
509,cooper's town,26.8667,-77.5167,24.05,63,6,1.56,BS,1683177077
510,kourou,5.1552,-52.6478,26.03,75,94,4.24,GF,1683177079
511,usogorsk,63.4106,48.6872,3.01,61,60,6.38,RU,1683177079
512,shimo-furano,43.35,142.3833,20.49,42,100,4.13,JP,1683177080
513,mildura,-34.2,142.15,18.93,47,0,2.5,AU,1683177080
514,piedecuesta,6.9879,-73.0495,20.44,82,45,2.49,CO,1683177080
515,tangalle,6.024,80.7911,29.09,54,100,2.21,LK,1683177080
516,hashtrud,37.4779,47.0508,6.62,62,98,1.56,IR,1683177080
517,miri,4.4148,114.0089,29.92,73,77,2.89,MY,1683177081
518,paita,-5.0892,-81.1144,24.66,79,68,5.6,PE,1683177081
519,baker city,44.7749,-117.8344,14.77,54,0,0.0,US,1683176956
520,mahina,-17.5065,-149.489,28.75,74,20,1.54,PF,1683177081
521,puerto yuca,2.9383,-73.2083,22.58,96,85,1.6,CO,1683177081
522,ghat,24.9647,10.1728,21.58,15,0,3.35,LY,1683177081
523,sonoita,31.85,-112.8333,17.57,35,0,6.52,MX,1683177082
524,worland,44.0169,-107.9554,19.38,40,0,5.14,US,1683177082
525,yermentau,51.6214,73.1069,9.29,30,2,1.3,KZ,1683177082
526,concepcion,-36.827,-73.0498,7.89,93,1,1.54,CL,1683177082
527,liski,50.9841,39.5155,14.23,72,92,3.16,RU,1683177082
528,arkhangel'sk,64.5401,40.5433,1.34,85,100,6.25,RU,1683177082
529,klamath falls,42.2249,-121.7817,9.92,71,40,3.09,US,1683176839
530,severobaykal'sk,55.65,109.3167,3.07,63,9,0.66,RU,1683177083
531,nouadhibou,20.931,-17.0347,19.99,77,100,6.17,MR,1683177084
532,ayame,5.6083,-3.1563,23.99,96,97,0.85,CI,1683177084
533,bargaal,11.2864,51.0773,29.79,75,69,2.11,SO,1683177084
534,mirny,62.5353,113.9611,2.9,93,99,5.03,RU,1683177084
535,mecca,21.4267,39.8261,30.08,18,0,0.88,SA,1683176894
